Port,Service level,TPT,Origin Port,Carrier,Order ID,Order Date,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,minm_wgh_qty,max_wgh_qty,minimum cost,rate,mode_dsc,Distance,Vehicle Used,Milage,Daily Capacity,Cost/unit,Total Years
PORT04-PORT09,DTP,2,PORT04,V444_0,1447149417,15-Jan-21,0,0,V55555_26,1699951,PLANT03,PORT09,320,1.891598938,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447265407,28-Oct-21,0,0,V55555555555_28,1667927,PLANT03,PORT09,3806,1.893684948,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447371294,23-Feb-21,0,0,V55555555555_28,1667927,PLANT03,PORT09,3765,1.893684948,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447305601,7-May-21,3,0,V555555555_3,1685963,PLANT12,PORT09,301,1.9,0,99.99,2.8125,0.09,AIR,260,7,13,209,0.348,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447180539,20-Apr-21,3,0,V555555_6,1656944,PLANT12,PORT09,251,1.9,0,99.99,2.8125,0.09,GROUND,284,3,15,209,0.348,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447274423,25-Oct-21,3,0,V55555_2,1668545,PLANT03,PORT09,488,1.901844603,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447158115,8-Jan-21,3,0,V55555_2,1668545,PLANT03,PORT09,436,1.901844603,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447227136,11-Apr-21,0,0,V555555555_27,1695348,PLANT03,PORT09,777,1.907240494,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447283549,26-Sep-21,3,0,V55555_2,1620552,PLANT03,PORT09,414,1.907692308,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447257478,14-Sep-21,3,0,V55555_2,1669685,PLANT03,PORT09,370,1.908387097,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447269518,3-Apr-21,3,0,V5555555_22,1683636,PLANT03,PORT09,339,1.908537848,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447230846,21-Sep-21,0,0,V5555555_22,1683636,PLANT03,PORT09,336,1.908537848,1.51,2,2.5875,0.7125,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447326105,14-Jul-21,0,0,V555555555_27,1690006,PLANT03,PORT09,400,1.912414713,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447220740,8-Jan-21,0,0,V5555_33,1672676,PLANT03,PORT09,333,1.914240639,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT09-PORT09,DTD,0,PORT09,V444_2,1447296345,29-Jun-21,3,0,V555555_6,1692708,PLANT16,PORT09,281,1.916761587,0,5000,58.64625,23.02125,GROUND,85,6,12,457,0.864,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447268293,23-Jun-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,338,1.916870878,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447162469,14-Jul-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,311,1.916870878,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447187868,1-Feb-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,277,1.916870878,1.51,2,2.5875,0.7125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447195179,28-Jan-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,266,1.916870878,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447288451,28-Apr-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,275,1.916870878,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447211851,26-Jul-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,339,1.916870878,1.51,2,2.5875,0.7125,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_4,1447241503,7-Jul-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,308,1.916870878,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447145916,10-Sep-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,320,1.916870878,1.51,2,2.5875,0.7125,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447254626,13-Apr-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,280,1.916870878,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447152949,30-Sep-21,5,0,V55555555555555_8,1689549,PLANT03,PORT09,340,1.916870878,1.51,2,2.5875,0.7125,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447411491,26-Feb-21,5,0,V55555555_7,1682745,PLANT03,PORT09,292,1.918004185,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447236403,22-Jul-21,0,0,V5555_33,1688288,PLANT03,PORT09,293,1.918838844,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447175852,9-Mar-21,0,0,V5555_38,1671426,PLANT03,PORT09,3325,1.91913952,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,3,PORT04,V444_4,1447196599,17-Aug-21,0,0,V555555555555555555_42,1671426,PLANT03,PORT09,3321,1.91913952,0,99.99,6.48,0.15375,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447173853,11-Jan-21,5,0,V55555555_7,1687346,PLANT03,PORT09,402,1.920166703,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447348991,3-Sep-21,3,0,V55555555_5,1690627,PLANT03,PORT09,364,1.920919275,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447339091,30-Oct-21,0,0,V555555555555555555_45,1690627,PLANT03,PORT09,340,1.920919275,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447144469,28-Jan-21,0,0,V555555555555555555_45,1690627,PLANT03,PORT09,307,1.920919275,1.51,2,2.5875,0.7125,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_4,1447211847,15-Oct-21,5,0,V55555555555555_8,1690627,PLANT03,PORT09,368,1.920919275,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447405956,14-Jan-21,0,0,V555555555555555_29,1699418,PLANT03,PORT09,890,1.926233275,1.51,2,2.89125,1.01625,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447306547,23-Oct-21,0,0,V555555555555555_29,1699368,PLANT03,PORT09,1873,1.930522091,1.51,2,2.89125,1.01625,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447372032,10-Sep-21,0,0,V555555555555555_29,1699368,PLANT03,PORT09,1932,1.930522091,1.51,2,2.89125,1.01625,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447320773,23-Jun-21,0,0,V555555555555555_29,1699368,PLANT03,PORT09,1870,1.930522091,1.51,2,2.89125,1.01625,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447182478,30-Jul-21,0,0,V555555555555555_29,1699368,PLANT03,PORT09,1912,1.930522091,1.51,2,2.89125,1.01625,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447373438,12-May-21,3,0,V55555_2,1677878,PLANT03,PORT09,851,1.933427243,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447320559,25-Jan-21,0,0,V5555555_22,1686401,PLANT03,PORT09,369,1.93434583,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447292369,7-Aug-21,3,0,V55555_4,1668606,PLANT03,PORT09,338,1.936419966,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447338891,28-Jan-21,3,0,V555555_6,1689780,PLANT03,PORT09,351,1.937474848,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447355994,24-Aug-21,5,0,V55555555555555_8,1688571,PLANT03,PORT09,290,1.937976686,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447305239,1-Jul-21,3,0,V55555_2,1688600,PLANT03,PORT09,251,1.941614907,1.51,2,2.89125,1.01625,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447206105,25-May-21,3,0,V55555555_0,1689554,PLANT03,PORT09,372,1.942172073,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447237013,28-May-21,1,0,V555555555555555555_17,1696073,PLANT03,PORT09,604,1.946388058,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447189561,28-May-21,1,0,V555555555555555555_17,1696073,PLANT03,PORT09,540,1.946388058,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447169084,30-Sep-21,1,0,V555555555555555555_17,1696073,PLANT03,PORT09,534,1.946388058,1.51,2,2.5875,0.7125,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447327216,17-Aug-21,0,3,V555555555_27,1688824,PLANT03,PORT09,394,1.949419355,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447339215,5-Jul-21,5,0,V55555555555555_8,1688285,PLANT03,PORT09,277,1.954366116,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447171062,26-Apr-21,5,0,V55555555555555_8,1688285,PLANT03,PORT09,297,1.954366116,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447254095,15-Feb-21,5,0,V55555555555555_8,1688285,PLANT03,PORT09,324,1.954366116,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447423145,28-May-21,5,0,V55555555_7,1668545,PLANT03,PORT09,464,1.95467362,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447178044,26-Jul-21,5,0,V55555555555555_8,1676563,PLANT03,PORT09,420,1.955852843,1.51,2,2.5875,0.7125,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447178041,9-Apr-21,5,0,V55555555555555_8,1676563,PLANT03,PORT09,337,1.955852843,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447159829,10-Jun-21,3,0,V555555_6,1654623,PLANT03,PORT09,394,1.95804878,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447328131,11-Apr-21,5,0,V55555555555555_8,1683424,PLANT03,PORT09,317,1.96,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447364449,3-Sep-21,0,0,V5555_33,1689543,PLANT03,PORT09,270,1.960458853,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447146629,23-Jun-21,0,0,V55555555555_28,1682210,PLANT03,PORT09,2771,1.960605117,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447238135,18-Jan-21,0,0,V55555555555_28,1682210,PLANT03,PORT09,2759,1.960605117,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447173856,26-Mar-21,5,0,V55555555_7,1687346,PLANT03,PORT09,424,1.961909458,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_4,1447182479,19-Feb-21,0,0,V555555555555555_29,1699371,PLANT03,PORT09,2249,1.965902267,1.51,2,2.89125,1.01625,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447167737,15-May-21,0,0,V55555555_5,1699993,PLANT03,PORT09,323,1.968064422,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447209486,25-Oct-21,0,0,V555555555_27,1677878,PLANT03,PORT09,776,1.970608536,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447351801,10-Jun-21,0,0,V5555_33,1688292,PLANT03,PORT09,278,1.972833623,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447372979,19-Feb-21,0,0,V5555_33,1688629,PLANT03,PORT09,278,1.973018417,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447377763,3-Sep-21,0,0,V555555_24,1688629,PLANT03,PORT09,333,1.973018417,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447159961,1-Jan-21,0,0,V555555555_14,1680210,PLANT03,PORT09,1281,1.979823806,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447244451,10-Jul-21,0,0,V555555555_14,1680210,PLANT03,PORT09,1241,1.979823806,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447200841,7-May-21,1,0,V555555555555555555_17,1680210,PLANT03,PORT09,1271,1.979823806,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447297435,21-Sep-21,1,0,V555555555555555555_17,1680210,PLANT03,PORT09,1320,1.979823806,1.51,2,2.5875,0.7125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447383427,15-Jul-21,1,0,V555555555555555555_17,1680210,PLANT03,PORT09,1253,1.979823806,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447310038,28-Feb-21,1,0,V555555555555555555_17,1680210,PLANT03,PORT09,1259,1.979823806,1.51,2,2.5875,0.7125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447355494,14-Jul-21,1,0,V555555555555555555_17,1680210,PLANT03,PORT09,1248,1.979823806,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447162473,3-Jun-21,3,0,V5555555_19,1680210,PLANT03,PORT09,1322,1.979823806,1.51,2,2.5875,0.7125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447283107,20-Apr-21,3,0,V555555_6,1682908,PLANT03,PORT09,353,1.98,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447407431,20-Mar-21,3,0,V555555_6,1682908,PLANT03,PORT09,271,1.98,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447200803,11-Jan-21,0,0,V555555555555555555_45,1683424,PLANT03,PORT09,275,1.98,1.51,2,2.5875,0.7125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447162918,5-Jan-21,0,0,V555555555_27,1677891,PLANT03,PORT09,849,1.984276142,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447162883,28-May-21,0,0,V555555555_27,1677891,PLANT03,PORT09,847,1.984276142,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447152396,12-Mar-21,0,0,V555555555_27,1677891,PLANT03,PORT09,864,1.984276142,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447162919,17-Apr-21,0,0,V555555555_27,1677891,PLANT03,PORT09,904,1.984276142,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447185804,15-Jul-21,0,0,V55555_26,1660897,PLANT03,PORT09,573,1.985497777,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447306673,6-Jun-21,3,0,V55555_4,1683704,PLANT03,PORT09,650,1.988996944,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447147910,21-Jun-21,0,0,V5555_33,1688575,PLANT03,PORT09,317,1.989550043,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447372974,13-Jan-21,0,0,V5555_33,1688575,PLANT03,PORT09,275,1.989550043,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447364447,6-Jan-21,0,0,V5555_33,1688575,PLANT03,PORT09,275,1.989550043,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447282075,1-Jul-21,0,0,V5555_33,1688290,PLANT03,PORT09,318,1.99007469,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447304364,24-Jan-21,0,0,V5555_33,1688290,PLANT03,PORT09,312,1.99007469,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447284616,25-Oct-21,0,0,V5555_33,1688290,PLANT03,PORT09,316,1.99007469,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447331144,20-Apr-21,0,0,V55555555555555_8,1688290,PLANT03,PORT09,347,1.99007469,1.51,2,2.5875,0.7125,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447402187,25-May-21,0,0,V55555555555555_8,1688290,PLANT03,PORT09,254,1.99007469,1.51,2,2.5875,0.7125,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447167330,23-Jun-21,0,0,V55555555555555_8,1688290,PLANT03,PORT09,313,1.99007469,1.51,2,2.5875,0.7125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447359647,21-Sep-21,0,0,V5555555_22,1683636,PLANT03,PORT09,363,1.991517755,1.51,2,2.5875,0.7125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447231184,17-Jun-21,0,0,V555555555_27,1668547,PLANT03,PORT09,571,1.991607717,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447219466,13-Jan-21,0,0,V5555555_30,1651302,PLANT03,PORT09,569,1.99188132,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447224369,1-Aug-21,3,0,V55555_2,1651302,PLANT03,PORT09,534,1.99188132,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447336038,22-Oct-21,3,0,V55555_4,1651302,PLANT03,PORT09,608,1.99188132,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447165428,8-May-21,0,0,V55555_26,1651302,PLANT03,PORT09,585,1.99188132,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447323886,27-Oct-21,0,0,V55555_26,1649008,PLANT03,PORT09,534,1.996460177,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447283656,28-Aug-21,0,0,V55555_26,1649008,PLANT03,PORT09,479,1.996460177,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447367959,26-Feb-21,0,0,V55555_26,1649008,PLANT03,PORT09,486,1.996460177,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447221455,3-Apr-21,3,0,V55555555_5,1689461,PLANT12,PORT09,311,2,0,99.99,2.8125,0.09,AIR,260,8,11,209,0.348,13
PORT04-PORT09,DTD,1,PORT04,V444_3,1447187132,25-May-21,0,0,V555555555555555555_45,1683424,PLANT03,PORT09,318,2,,,10.815,7.1925,GROUND,284,9,10,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447400494,28-Oct-21,3,0,V5555555_12,1644200,PLANT03,PORT09,305,2.000981354,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447144970,26-Feb-21,3,0,V5555555_12,1644200,PLANT03,PORT09,334,2.000981354,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447155222,6-Sep-21,0,0,V5555_33,1688587,PLANT03,PORT09,296,2.006567837,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447261161,6-Jan-21,3,0,V55555_2,1672034,PLANT03,PORT09,261,2.006880474,,,10.815,7.1925,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447273171,15-May-21,0,0,V555555555_27,1622685,PLANT03,PORT09,426,2.015318612,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447265692,23-Apr-21,0,0,V555555555_27,1669702,PLANT03,PORT09,433,2.016955975,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447196812,15-Apr-21,0,0,V55_13,1672670,PLANT03,PORT09,409,2.020679906,0,99.99,2.8125,0.09,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447227100,14-Oct-21,0,0,V55555_26,1666441,PLANT03,PORT09,520,2.021818182,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447158072,23-Oct-21,3,0,V55555_4,1679638,PLANT03,PORT09,900,2.028997226,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447187277,5-Apr-21,0,0,V5555_25,1699946,PLANT03,PORT09,324,2.036437833,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447189162,8-Jan-21,3,0,V55555_2,1689033,PLANT03,PORT09,336,2.04,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447283724,30-Aug-21,0,0,V55555_26,1664346,PLANT03,PORT09,342,2.04,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447179541,17-Apr-21,3,0,V55555_4,1688633,PLANT03,PORT09,331,2.041254764,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447158704,13-Aug-21,0,0,V555555555555555555_45,1689469,PLANT03,PORT09,369,2.041643624,2.01,2.5,2.70375,0.82875,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447261164,6-Jun-21,3,0,V55555_2,1689541,PLANT03,PORT09,280,2.041991063,2.01,2.5,2.98125,1.10625,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447258806,10-Jul-21,3,0,V5555555_12,1696752,PLANT03,PORT09,302,2.045749614,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447149352,23-Feb-21,0,0,V55555_26,1668608,PLANT03,PORT09,368,2.04727119,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447326036,15-Jul-21,0,0,V55_13,1658532,PLANT03,PORT09,351,2.048182405,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447396721,22-Jun-21,0,0,V55_13,1658532,PLANT03,PORT09,383,2.048182405,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447361239,6-Oct-21,3,0,V55555_4,1675655,PLANT03,PORT09,463,2.05011721,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447356138,11-Jan-21,3,0,V55555555_5,1668716,PLANT13,PORT09,264,2.05194687,0,99.99,2.8125,0.09,AIR,260,5,14,490,0.211,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447366430,15-Oct-21,0,0,V555555555555555_29,1699567,PLANT03,PORT09,2794,2.054532046,2.01,2.5,2.98125,1.10625,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447184609,16-Mar-21,3,0,V55555555_32,1699567,PLANT03,PORT09,2756,2.054532046,2.01,2.5,2.98125,1.10625,GROUND,284,6,12,1013,0.233,15
