Closer Date	Complain Type	Complain	Customer Id	Final	Final detail	Last date	Month	Month date	Name-Mont	Reason	Status	Ticket ID	Wait time s	Week	Call Response	Call Time sec	Complain and date duration	Final Score	Hour	Joining Duration	Monthcount	Resolution Provide	Response time sec	Technical Knowledge
12/11/2021	Data Speed Issue	12/11/2021	S0071	Retain	FCR		Dec	12/4/2021	S0071-12		Close	T3-3367	> 60	Week-49	3	516		4	21		12	4	102	4
9/6/2021	Call Quality	9/6/2021	S0071	Retain	FCR		Sep	9/5/2021	S0071-9		Close	T3-3369	> 60	Week-37	2	485		4	14		9	4	68	5
9/9/2021	Handset related	9/9/2021	S0071	Retain	FCR		Sep	9/5/2021	S0071-9		Close	T3-3370	> 60	Week-37	2	380		4	12		9	4	68	5
9/12/2021	NW Fluctuation	9/12/2021	S0071	Retain	FCR		Sep	9/5/2021	S0071-9		Close	T3-3371	> 60	Week-37	3	748		3	18		9	5	68	2
11/4/2021	Coverage Issue	11/4/2021	S0072	Retain	FCR		Nov	11/3/2021	S0072-11		Close	T3-3372	> 60	Week-45	2	511		3	19		11	4	128	4
11/7/2021	Data Speed Issue	11/7/2021	S0072	Retain	FCR		Nov	11/3/2021	S0072-11		Close	T3-3373	> 60	Week-45	0	451		3	1		11	4	128	5
12/4/2021	Call Quality	12/4/2021	S0072	Retain	FCR		Dec	12/3/2021	S0072-12		Close	T3-3374	> 60	Week-49	3	417		4	12		12	4	68	4
12/16/2021	Data Speed Issue	12/16/2021	S0073	Retain	FCR		Dec	12/12/2021	S0073-12		Close	T3-3375	> 60	Week-51	0	495		3	17		12	5	78	4
11/25/2021	Call Quality	11/25/2021	S0074	Retain	FCR		Nov	11/24/2021	S0074-11		Close	T3-3376	> 60	Week-48	0	458		3	21		11	4	117	4
11/1/2021	Call Quality	11/1/2021	S0075	Retain	FCR		Nov	10/31/2021	S0075-10		Close	T3-3377	> 60	Week-45	0	766		3	20		11	4	120	5
12/1/2021	Weak indoor Coverage	12/1/2021	S0075	Retain	FCR		Dec	11/30/2021	S0075-11		Close	T3-3378	0-10	Week-49	5	614		5	20		12	5	5	4
11/23/2021	Simcard issue	11/23/2021	S0076	Retain	FCR		Nov	11/19/2021	S0076-11		Close	T3-3379	20-Nov	Week-47	5	401		5	13		11	4	20	5
12/20/2021	Call Quality	12/20/2021	S0076	Retain	FCR		Dec	12/19/2021	S0076-12		Close	T3-3380	21-30	Week-52	4	146		5	5		12	5	25	5
12/23/2021	Data Speed Issue	12/23/2021	S0076	Retain	FCR		Dec	12/19/2021	S0076-12		Close	T3-3381	21-30	Week-52	4	246		5	2		12	5	25	5
11/18/2021	Weak indoor Coverage	11/18/2021	S0077	Retain	FCR		Nov	11/17/2021	S0077-11		Close	T3-3383	> 60	Week-47	3	129		4	21		11	5	86	5
11/21/2021	Simcard issue	11/21/2021	S0077	Retain	FCR		Nov	11/17/2021	S0077-11		Close	T3-3382	> 60	Week-47	2	350		3	9		11	4	86	4
11/6/2021	NW Fluctuation	11/6/2021	S0078	Retain	FCR		Nov	11/5/2021	S0078-11		Close	T3-3384	> 60	Week-45	2	425		3	10		11	4	141	2
12/6/2021	Msg related	12/6/2021	S0078	Retain	FCR		Dec	12/5/2021	S0078-12		Close	T3-3385	> 60	Week-50	2	597		4	8		12	5	96	4
12/5/2021	Simcard issue	12/5/2021	S0080	New	FCR		Dec	12/4/2021	S0080-12		Close	T3-3386	> 60	Week-49	1	829		3	20		12	4	108	3
12/23/2021	Data Speed Issue	12/23/2021	S0081	New	FCR		Jan	12/22/2021	S0081-12		Close	T3-3387	40-50	Week-52	3	529		3	10		1	5	43	1
12/8/2021	Simcard issue	12/8/2021	S0082	New	FCR		Dec	12/7/2021	S0082-12		Close	T3-3388	50-60	Week-50	2	213		3	9		12	5	60	1
12/3/2021	Volte related Issue	12/3/2021	S0083	New	FCR		Dec	12/2/2021	S0083-12		Close	T3-3390	0-10	Week-49	5	120		4	11		12	4	9	3
12/9/2021	Call Quality	12/9/2021	S0083	New	FCR		Dec	12/2/2021	S0083-12		Close	T3-3389	0-10	Week-49	5	634		5	7		12	5	9	4
11/6/2021	DND service related	11/6/2021	S0085	Retain	FCR		Nov	11/5/2021	S0085-11		Close	T3-3391	> 60	Week-45	2	597		3	18		11	4	145	4
12/6/2021	Bill Related Query	12/6/2021	S0085	Retain	FCR		Dec	12/5/2021	S0085-12		Close	T3-3392	> 60	Week-50	1	127		3	19		12	4	108	4
2/9/2021	Data Speed Issue	2/9/2021	S0085	Retain	FCR		Feb	2/8/2021	S0085-2		Close	T3-3393	21-30	Week-7	4	340		4	15		2	4	22	4
2/12/2021	DND service related	2/12/2021	S0085	Retain	FCR		Feb	2/8/2021	S0085-2		Close	T3-3394	21-30	Week-7	4	451		5	4		2	5	22	5
3/14/2021	NW Fluctuation	3/14/2021	S0085	Retain	FCR		Mar	3/10/2021	S0085-3		Close	T3-3395	50-60	Week-11	2	263		4	8		3	5	60	5
5/16/2021	Simcard issue	5/16/2021	S0085	Retain	FCR		May	5/9/2021	S0085-5		Close	T3-3396	> 60	Week-20	3	630		3	9		5	4	101	2
7/9/2021	Coverage Issue	7/9/2021	S0085	Retain	FCR		Jul	7/8/2021	S0085-7		Close	T3-3397	> 60	Week-28	1	674		4	13		7	5	103	5
8/8/2021	Bill Related Query	8/8/2021	S0085	Retain	FCR		Aug	8/7/2021	S0085-8		Close	T3-3398	> 60	Week-32	1	477		2	13		8	5	94	0
9/7/2021	DND service related	9/7/2021	S0085	Retain	FCR		Sep	9/6/2021	S0085-9		Close	T3-3399	20-Nov	Week-37	5	427		5	15		9	5	15	4
1/22/2021	Call Quality	1/22/2021	S0087	Churn	FCR	11/17/2021	Jan	1/21/2021	S0087-1		Close	T3-3403	> 60	Week-4	0	515	299	3	20	300	1	5	102	3
1/25/2021	Weak indoor Coverage	1/25/2021	S0087	Churn	FCR	11/17/2021	Jan	1/21/2021	S0087-1		Close	T3-3404	> 60	Week-4	2	399	296	2	17	300	1	5	102	0
10/19/2021	Call Quality	10/19/2021	S0087	Churn	FCR	11/17/2021	Oct	10/18/2021	S0087-10		Close	T3-3400	20-Nov	Week-43	5	583	29	4	20	300	10	4	14	2
10/22/2021	Volte related Issue	10/22/2021	S0087	Churn	FCR	11/17/2021	Oct	10/18/2021	S0087-10		Close	T3-3401	20-Nov	Week-43	5	308	26	4	18	300	10	4	14	4
10/25/2021	Weak indoor Coverage	10/25/2021	S0087	Churn	FCR	11/17/2021	Oct	10/18/2021	S0087-10		Close	T3-3402	20-Nov	Week-43	5	404	23	5	10	300	10	5	14	5
2/22/2021	Data Speed Issue	2/21/2021	S0087	Churn	No FCR	11/17/2021	Feb	2/20/2021	S0087-2	New site already plan onair in 120 days	Close	T3-3405	> 60	Week-8	1	678	269	1	21	300	2	3	104	0
3/24/2021	Data Speed Issue	3/23/2021	S0087	Churn	No FCR	11/17/2021	Mar	3/22/2021	S0087-3	New site already plan onair in 120 days	Close	T3-3406	> 60	Week-13	1	669	239	2	19	300	3	2	61	2
4/22/2021	NW Fluctuation	4/22/2021	S0087	Churn	FCR	11/17/2021	Apr	4/21/2021	S0087-4		Close	T3-3408	> 60	Week-17	3	249	209	4	10	300	4	4	87	5
4/26/2021	Data Speed Issue	4/25/2021	S0087	Churn	No FCR	11/17/2021	Apr	4/21/2021	S0087-4	"Near by area Utilize ,New Solution require"	Close	T3-3407	> 60	Week-17	2	352	206	1	21	300	4	2	87	0
5/23/2021	Data Speed Issue	5/22/2021	S0087	Churn	No FCR	11/17/2021	May	5/21/2021	S0087-5	Near by area media issue	Close	T3-3409	40-50	Week-21	3	481	179	3	16	300	5	2	46	3
5/25/2021	Weak indoor Coverage	5/25/2021	S0087	Churn	FCR	11/17/2021	May	5/21/2021	S0087-5		Close	T3-3410	40-50	Week-21	3	624	176	4	20	300	5	5	46	5
6/21/2021	NW Fluctuation	6/21/2021	S0087	Churn	FCR	11/17/2021	Jun	6/20/2021	S0087-6		Close	T3-3411	> 60	Week-26	2	587	149	3	17	300	6	5	93	1
7/22/2021	Data Speed Issue	7/21/2021	S0087	Churn	No FCR	11/17/2021	Jul	7/20/2021	S0087-7	Near by area media issue	Close	T3-3412	> 60	Week-30	0	728	119	1	18	300	7	3	70	1
7/24/2021	Internet Not Working/Mobile setting	7/24/2021	S0087	Churn	FCR	11/17/2021	Jul	7/20/2021	S0087-7		Close	T3-3413	> 60	Week-30	0	317	116	3	4	300	7	4	70	5
8/20/2021	NW Fluctuation	8/20/2021	S0087	Churn	FCR	11/17/2021	Aug	8/19/2021	S0087-8		Close	T3-3414	21-30	Week-34	4	403	89	4	13	300	8	5	30	2
9/19/2021	NW Fluctuation	9/19/2021	S0087	Churn	FCR	11/17/2021	Sep	9/18/2021	S0087-9		Close	T3-3415	> 60	Week-38	3	132	59	4	9	300	9	5	118	4
9/22/2021	Weak indoor Coverage	9/22/2021	S0087	Churn	FCR	11/17/2021	Sep	9/18/2021	S0087-9		Close	T3-3416	> 60	Week-38	1	445	56	4	21	300	9	5	118	5
10/22/2021	Volte related Issue	10/22/2021	S0088	Retain	FCR		Oct	10/21/2021	S0088-10		Close	T3-3418	> 60	Week-43	3	837		4	10		10	5	135	5
10/25/2021	Data Speed Issue	10/25/2021	S0088	Retain	FCR		Oct	10/21/2021	S0088-10		Close	T3-3417	> 60	Week-43	3	449		4	15		10	4	135	4
11/21/2021	Data Speed Issue	11/21/2021	S0088	Retain	FCR		Nov	11/20/2021	S0088-11		Close	T3-3420	> 60	Week-47	1	460		3	1		11	4	107	3
11/25/2021	Bill Related Query	11/24/2021	S0088	Retain	No FCR		Nov	11/20/2021	S0088-11	Billing shown higher amount	Close	T3-3419	> 60	Week-47	2	276		2	9		11	1	107	2
11/27/2021	Volte related Issue	11/27/2021	S0088	Retain	FCR		Nov	11/20/2021	S0088-11		Close	T3-3421	> 60	Week-47	1	722		3	18		11	4	107	5
12/21/2021	Bill Related Query	12/21/2021	S0088	Retain	FCR		Dec	12/20/2021	S0088-12		Close	T3-3422	30-40	Week-52	3	640		4	20		12	5	32	5
2/24/2021	Volte related Issue	2/24/2021	S0088	Retain	FCR		Feb	2/23/2021	S0088-2		Close	T3-3425	30-40	Week-9	3	561		4	11		2	5	34	5
2/27/2021	Internet Not Working/Mobile setting	2/27/2021	S0088	Retain	FCR		Mar	2/23/2021	S0088-2		Close	T3-3424	30-40	Week-9	3	787		3	12		3	4	34	1
3/3/2021	Bill Related Query	3/2/2021	S0088	Retain	No FCR		Mar	2/23/2021	S0088-2	Customer Profile detail issue	Close	T3-3423	30-40	Week-9	3	342		2	9		3	2	34	2
3/26/2021	Volte related Issue	3/26/2021	S0088	Retain	FCR		Mar	3/25/2021	S0088-3		Close	T3-3428	> 60	Week-13	2	624		3	23		3	4	149	4
3/29/2021	DND service related	3/29/2021	S0088	Retain	FCR		Apr	3/25/2021	S0088-3		Close	T3-3427	> 60	Week-13	3	251		4	17		4	4	149	4
4/1/2021	Data Speed Issue	4/1/2021	S0088	Retain	FCR		Apr	3/25/2021	S0088-3		Close	T3-3426	> 60	Week-13	3	537		4	20		4	4	149	4
4/25/2021	Bill Related Query	4/25/2021	S0088	Retain	FCR		Apr	4/24/2021	S0088-4		Close	T3-3429	20-Nov	Week-17	5	695		5	22		4	5	12	4
5/31/2021	Volte related Issue	5/31/2021	S0088	Retain	FCR		Jun	5/24/2021	S0088-5		Close	T3-3430	> 60	Week-22	1	404		4	19		6	5	79	5
6/24/2021	Internet Not Working/Mobile setting	6/24/2021	S0088	Retain	FCR		Jun	6/23/2021	S0088-6		Close	T3-3431	> 60	Week-26	3	654		4	20		6	5	139	4
7/30/2021	NW Fluctuation	7/30/2021	S0088	Retain	FCR		Aug	7/23/2021	S0088-7		Close	T3-3432	> 60	Week-30	2	370		4	20		8	5	77	4
8/23/2021	Internet Not Working/Mobile setting	8/23/2021	S0088	Retain	FCR		Aug	8/22/2021	S0088-8		Close	T3-3435	0-10	Week-35	5	738		4	9		8	5	7	1
8/26/2021	DND service related	8/26/2021	S0088	Retain	FCR		Aug	8/22/2021	S0088-8		Close	T3-3434	0-10	Week-35	5	326		5	19		8	5	7	5
8/29/2021	Bill Related Query	8/29/2021	S0088	Retain	FCR		Sep	8/22/2021	S0088-8		Close	T3-3433	0-10	Week-35	5	237		4	15		9	4	7	4
9/22/2021	Bill Related Query	9/22/2021	S0088	Retain	FCR		Sep	9/21/2021	S0088-9		Close	T3-3436	> 60	Week-39	3	890		4	23		9	5	135	5
1/8/2021	DND service related	1/8/2021	S0089	Retain	FCR		Jan	1/7/2021	S0089-1		Close	T3-3440	> 60	Week-2	1	209		3	10		1	4	99	5
10/8/2021	NW Fluctuation	10/8/2021	S0089	Retain	FCR		Oct	10/4/2021	S0089-10		Close	T3-3437	> 60	Week-41	2	200		3	19		10	4	144	2
11/4/2021	Data Speed Issue	11/4/2021	S0089	Retain	FCR		Nov	11/3/2021	S0089-11		Close	T3-3438	> 60	Week-45	2	388		4	20		11	5	67	4
12/7/2021	NW Fluctuation	12/7/2021	S0089	Retain	FCR		Dec	12/3/2021	S0089-12		Close	T3-3439	50-60	Week-49	2	250		4	13		12	5	56	5
2/7/2021	Call Quality	2/7/2021	S0089	Retain	FCR		Feb	2/6/2021	S0089-2		Close	T3-3441	> 60	Week-6	2	586		3	18		2	4	148	4
3/12/2021	Call Quality	3/12/2021	S0089	Retain	FCR		Mar	3/8/2021	S0089-3		Close	T3-3442	> 60	Week-11	3	479		4	11		3	5	92	5
6/10/2021	NW Fluctuation	6/10/2021	S0089	Retain	FCR		Jun	6/6/2021	S0089-6		Close	T3-3444	> 60	Week-24	1	524		3	13		6	5	114	4
6/13/2021	DND service related	6/13/2021	S0089	Retain	FCR		Jun	6/6/2021	S0089-6		Close	T3-3443	> 60	Week-24	1	787		3	9		6	4	114	5
1/5/2021	Volte related Issue	1/5/2021	S0090	Retain	FCR		Jan	1/4/2021	S0090-1		Close	T3-3447	> 60	Week-2	3	833		4	9		1	4	95	4
10/8/2021	NW Fluctuation	10/8/2021	S0090	Retain	FCR		Oct	10/1/2021	S0090-10		Close	T3-3445	40-50	Week-40	3	588		4	18		10	4	48	5
11/2/2021	Data Speed Issue	11/2/2021	S0090	Retain	FCR		Nov	11/1/2021	S0090-11		Close	T3-3446	> 60	Week-45	2	367		4	21		11	5	150	5
2/4/2021	Data Speed Issue	2/4/2021	S0090	Retain	FCR		Feb	2/3/2021	S0090-2		Close	T3-3448	20-Nov	Week-6	5	334		4	5		2	5	15	1
3/6/2021	Bill Related Query	3/6/2021	S0090	Retain	FCR		Mar	3/5/2021	S0090-3		Close	T3-3449	> 60	Week-10	2	496		4	5		3	5	74	5
5/5/2021	Call Quality	5/5/2021	S0090	Retain	FCR		May	5/4/2021	S0090-5		Close	T3-3450	21-30	Week-19	4	427		3	11		5	4	26	1
6/7/2021	Bill Related Query	6/7/2021	S0090	Retain	FCR		Jun	6/3/2021	S0090-6		Close	T3-3451	> 60	Week-23	3	198		3	19		6	4	115	3
7/4/2021	Data Speed Issue	7/4/2021	S0090	Retain	FCR		Jul	7/3/2021	S0090-7		Close	T3-3452	20-Nov	Week-27	5	621		5	14		7	5	15	5
8/3/2021	Data Speed Issue	8/3/2021	S0090	Retain	FCR		Aug	8/2/2021	S0090-8		Close	T3-3454	> 60	Week-32	1	219		3	18		8	4	63	5
8/6/2021	Volte related Issue	8/6/2021	S0090	Retain	FCR		Aug	8/2/2021	S0090-8		Close	T3-3455	> 60	Week-32	2	291		3	10		8	4	63	4
8/10/2021	Bill Related Query	8/9/2021	S0090	Retain	No FCR		Aug	8/2/2021	S0090-8	Billing shown higher amount	Close	T3-3453	> 60	Week-32	1	184		0	13		8	0	63	0
2/6/2021	Call Quality	2/6/2021	S0091	Churn	FCR	8/4/2021	Feb	2/5/2021	S0091-2		Close	T3-3456	> 60	Week-6	0	474	179	3	11	180	2	5	148	4
2/10/2021	Data Speed Issue	2/9/2021	S0091	Churn	No FCR	8/4/2021	Feb	2/5/2021	S0091-2	New site already plan onair in 120 days	Close	T3-3457	> 60	Week-6	1	326	176	2	23	180	2	2	148	2
2/12/2021	Weak indoor Coverage	2/12/2021	S0091	Churn	FCR	8/4/2021	Feb	2/5/2021	S0091-2		Close	T3-3458	> 60	Week-6	0	538	173	3	14	180	2	5	148	5
3/9/2021	Data Speed Issue	3/8/2021	S0091	Churn	No FCR	8/4/2021	Mar	3/7/2021	S0091-3	"Near by area Utilize ,New Solution require"	Close	T3-3459	> 60	Week-11	0	673	149	1	6	180	3	3	134	1
5/7/2021	Weak indoor Coverage	5/7/2021	S0091	Churn	FCR	8/4/2021	May	5/6/2021	S0091-5		Close	T3-3460	> 60	Week-19	1	674	89	2	22	180	5	4	85	0
6/6/2021	NW Fluctuation	6/6/2021	S0091	Churn	FCR	8/4/2021	Jun	6/5/2021	S0091-6		Close	T3-3461	20-Nov	Week-23	5	623	59	4	21	180	6	4	13	2
1/12/2021	Call Quality	1/12/2021	S0093	Churn	FCR	7/10/2021	Jan	1/11/2021	S0093-1		Close	T3-3462	21-30	Week-3	4	626	179	4	17	180	1	4	21	4
2/11/2021	NW Fluctuation	2/11/2021	S0093	Churn	FCR	7/10/2021	Feb	2/10/2021	S0093-2		Close	T3-3463	> 60	Week-7	1	864	149	3	23	180	2	4	96	5
5/12/2021	NW Fluctuation	5/12/2021	S0093	Churn	FCR	7/10/2021	May	5/11/2021	S0093-5		Close	T3-3465	> 60	Week-20	2	673	59	4	13	180	5	5	102	4
5/15/2021	Internet Not Working/Mobile setting	5/15/2021	S0093	Churn	FCR	7/10/2021	May	5/11/2021	S0093-5		Close	T3-3464	> 60	Week-20	0	407	56	3	11	180	5	5	102	3
6/11/2021	NW Fluctuation	6/11/2021	S0093	Churn	FCR	7/10/2021	Jun	6/10/2021	S0093-6		Close	T3-3467	> 60	Week-24	1	123	29	2	4	180	6	5	149	0
6/15/2021	Data Speed Issue	6/14/2021	S0093	Churn	No FCR	7/10/2021	Jun	6/10/2021	S0093-6	Near by area media issue	Close	T3-3466	> 60	Week-24	2	334	26	1	19	180	6	2	149	0
1/24/2021	Internet Not Working/Mobile setting	1/24/2021	S0094	Retain	FCR		Jan	1/23/2021	S0094-1		Close	T3-3473	21-30	Week-4	4	845		3	11		1	4	27	2
1/27/2021	Volte related Issue	1/27/2021	S0094	Retain	FCR		Jan	1/23/2021	S0094-1		Close	T3-3474	21-30	Week-4	4	346		3	18		1	5	27	0
1/30/2021	Data Speed Issue	1/30/2021	S0094	Retain	FCR		Jan	1/23/2021	S0094-1		Close	T3-3472	21-30	Week-4	4	129		4	1		1	5	27	4
10/21/2021	Call Quality	10/21/2021	S0094	Retain	FCR		Oct	10/20/2021	S0094-10		Close	T3-3468	> 60	Week-43	1	355		3	21		10	4	87	5
10/24/2021	Data Speed Issue	10/24/2021	S0094	Retain	FCR		Oct	10/20/2021	S0094-10		Close	T3-3469	> 60	Week-43	2	213		3	17		10	4	87	3
11/20/2021	Call Quality	11/20/2021	S0094	Retain	FCR		Nov	11/19/2021	S0094-11		Close	T3-3470	> 60	Week-47	1	801		4	18		11	5	112	5
12/20/2021	Msg related	12/20/2021	S0094	Retain	FCR		Dec	12/19/2021	S0094-12		Close	T3-3471	> 60	Week-52	1	788		3	18		12	5	63	3
2/23/2021	Data Speed Issue	2/23/2021	S0094	Retain	FCR		Feb	2/22/2021	S0094-2		Close	T3-3475	40-50	Week-9	3	364		4	11		2	5	49	5
5/24/2021	Data Speed Issue	5/24/2021	S0094	Retain	FCR		May	5/23/2021	S0094-5		Close	T3-3476	> 60	Week-22	2	126		4	6		5	5	125	4
5/27/2021	Volte related Issue	5/27/2021	S0094	Retain	FCR		May	5/23/2021	S0094-5		Close	T3-3477	> 60	Week-22	2	656		4	15		5	5	125	5
7/23/2021	Data Speed Issue	7/23/2021	S0094	Retain	FCR		Jul	7/22/2021	S0094-7		Close	T3-3478	30-40	Week-30	3	518		3	22		7	4	39	1
8/22/2021	Call Quality	8/22/2021	S0094	Retain	FCR		Aug	8/21/2021	S0094-8		Close	T3-3480	0-10	Week-34	5	688		5	19		8	5	7	4
8/25/2021	Bill Related Query	8/25/2021	S0094	Retain	FCR		Aug	8/21/2021	S0094-8		Close	T3-3479	0-10	Week-34	5	391		4	20		8	4	7	4
8/28/2021	Internet Not Working/Mobile setting	8/28/2021	S0094	Retain	FCR		Aug	8/21/2021	S0094-8		Close	T3-3481	0-10	Week-34	5	131		5	1		8	5	7	5
9/21/2021	Data Speed Issue	9/21/2021	S0094	Retain	FCR		Sep	9/20/2021	S0094-9		Close	T3-3482	> 60	Week-39	3	429		2	18		9	4	69	0
12/8/2021	Bill Related Query	12/8/2021	S0095	Retain	FCR		Dec	12/7/2021	S0095-12		Close	T3-3483	> 60	Week-50	0	157		2	15		12	5	64	2
12/11/2021	DND service related	12/11/2021	S0095	Retain	FCR		Dec	12/7/2021	S0095-12		Close	T3-3484	> 60	Week-50	1	536		4	18		12	5	64	5
12/14/2021	Volte related Issue	12/14/2021	S0095	Retain	FCR		Dec	12/7/2021	S0095-12		Close	T3-3485	> 60	Week-50	2	325		3	23		12	4	64	4
2/11/2021	Data Speed Issue	2/11/2021	S0095	Retain	FCR		Feb	2/10/2021	S0095-2		Close	T3-3486	20-Nov	Week-7	5	197		5	11		2	5	15	4
6/11/2021	Bill Related Query	6/11/2021	S0095	Retain	FCR		Jun	6/10/2021	S0095-6		Close	T3-3487	21-30	Week-24	4	672		4	19		6	4	23	3
7/11/2021	Bill Related Query	7/11/2021	S0095	Retain	FCR		Jul	7/10/2021	S0095-7		Close	T3-3488	> 60	Week-28	1	175		3	17		7	5	94	4
8/10/2021	Internet Not Working/Mobile setting	8/10/2021	S0095	Retain	FCR		Aug	8/9/2021	S0095-8		Close	T3-3490	> 60	Week-33	1	411		3	21		8	5	118	4
8/13/2021	Msg related	8/13/2021	S0095	Retain	FCR		Aug	8/9/2021	S0095-8		Close	T3-3491	> 60	Week-33	1	411		2	11		8	4	118	0
8/16/2021	Bill Related Query	8/16/2021	S0095	Retain	FCR		Aug	8/9/2021	S0095-8		Close	T3-3489	> 60	Week-33	2	689		4	19		8	5	118	5
9/9/2021	Bill Related Query	9/9/2021	S0095	Retain	FCR		Sep	9/8/2021	S0095-9		Close	T3-3492	> 60	Week-37	2	203		4	21		9	5	73	4
10/19/2021	Call Quality	10/19/2021	S0096	Retain	FCR		Oct	10/18/2021	S0096-10		Close	T3-3493	> 60	Week-43	1	475		2	8		10	4	78	1
11/24/2021	Bill Related Query	11/24/2021	S0096	Retain	FCR		Nov	11/17/2021	S0096-11		Close	T3-3494	> 60	Week-47	1	828		3	19		11	5	149	2
12/18/2021	Data Speed Issue	12/18/2021	S0096	Retain	FCR		Dec	12/17/2021	S0096-12		Close	T3-3496	> 60	Week-51	1	203		3	17		12	5	61	2
12/21/2021	Bill Related Query	12/21/2021	S0096	Retain	FCR		Dec	12/17/2021	S0096-12		Close	T3-3495	> 60	Week-51	3	316		3	18		12	5	61	2
12/24/2021	NW Fluctuation	12/24/2021	S0096	Retain	FCR		Dec	12/17/2021	S0096-12		Close	T3-3497	> 60	Week-51	0	680		3	19		12	4	61	5
2/21/2021	Data Speed Issue	2/21/2021	S0096	Retain	FCR		Feb	2/20/2021	S0096-2		Close	T3-3498	> 60	Week-8	1	609		4	5		2	5	67	5
2/24/2021	Volte related Issue	2/24/2021	S0096	Retain	FCR		Feb	2/20/2021	S0096-2		Close	T3-3499	> 60	Week-8	0	454		2	12		2	5	67	1
4/22/2021	Volte related Issue	4/22/2021	S0096	Retain	FCR		Apr	4/21/2021	S0096-4		Close	T3-3500	40-50	Week-17	3	367		4	9		4	5	48	3
5/22/2021	Data Speed Issue	5/22/2021	S0096	Retain	FCR		May	5/21/2021	S0096-5		Close	T3-3501	20-Nov	Week-21	5	759		4	4		5	5	15	1
6/21/2021	NW Fluctuation	6/21/2021	S0096	Retain	FCR		Jun	6/20/2021	S0096-6		Close	T3-3502	21-30	Week-26	4	326		4	22		6	5	24	4
7/21/2021	Data Speed Issue	7/21/2021	S0096	Retain	FCR		Jul	7/20/2021	S0096-7		Close	T3-3504	> 60	Week-30	3	398		4	19		7	4	95	5
7/24/2021	Internet Not Working/Mobile setting	7/24/2021	S0096	Retain	FCR		Jul	7/20/2021	S0096-7		Close	T3-3505	> 60	Week-30	0	318		3	18		7	4	95	4
7/27/2021	Bill Related Query	7/27/2021	S0096	Retain	FCR		Jul	7/20/2021	S0096-7		Close	T3-3503	> 60	Week-30	0	208		3	19		7	5	95	4
9/19/2021	NW Fluctuation	9/19/2021	S0096	Retain	FCR		Sep	9/18/2021	S0096-9		Close	T3-3506	50-60	Week-38	2	610		3	7		9	4	51	4
1/10/2021	Bill Related Query	1/10/2021	S0097	Churn	FCR	10/6/2021	Jan	1/9/2021	S0097-1		Close	T3-3507	30-40	Week-2	3	170	269	3	15	270	1	5	32	0
2/9/2021	Call Quality	2/9/2021	S0097	Churn	FCR	10/6/2021	Feb	2/8/2021	S0097-2		Close	T3-3508	50-60	Week-7	2	406	239	4	20	270	2	4	59	5
2/12/2021	DND service related	2/12/2021	S0097	Churn	FCR	10/6/2021	Feb	2/8/2021	S0097-2		Close	T3-3509	50-60	Week-7	2	699	236	3	20	270	2	4	59	3
3/12/2021	Data Speed Issue	3/11/2021	S0097	Churn	No FCR	10/6/2021	Mar	3/10/2021	S0097-3	"Near by area Utilize ,New Solution require"	Close	T3-3510	0-10	Week-11	5	698	209	2	13	270	3	0	10	2
3/14/2021	NW Fluctuation	3/14/2021	S0097	Churn	FCR	10/6/2021	Mar	3/10/2021	S0097-3		Close	T3-3511	0-10	Week-11	5	556	206	4	15	270	3	5	10	3
6/9/2021	Volte related Issue	6/9/2021	S0097	Churn	FCR	10/6/2021	Jun	6/8/2021	S0097-6		Close	T3-3512	> 60	Week-24	2	896	119	4	20	270	6	4	71	5
7/10/2021	Data Speed Issue	7/9/2021	S0097	Churn	No FCR	10/6/2021	Jul	7/8/2021	S0097-7	Near by area media issue	Close	T3-3513	20-Nov	Week-28	5	842	89	3	20	270	7	2	19	1
8/9/2021	Data Speed Issue	8/8/2021	S0097	Churn	No FCR	10/6/2021	Aug	8/7/2021	S0097-8	New site already plan onair in 150 days	Close	T3-3514	21-30	Week-32	4	551	59	2	20	270	8	0	24	1
9/7/2021	Internet Not Working/Mobile setting	9/7/2021	S0097	Churn	FCR	10/6/2021	Sep	9/6/2021	S0097-9		Close	T3-3516	> 60	Week-37	3	891	29	4	3	270	9	5	63	5
9/11/2021	Data Speed Issue	9/10/2021	S0097	Churn	No FCR	10/6/2021	Sep	9/6/2021	S0097-9	"Near by area Utilize ,New Solution require"	Close	T3-3515	> 60	Week-37	3	335	26	2	18	270	9	3	63	1
1/8/2021	NW Fluctuation	1/8/2021	S0098	Churn	FCR	9/4/2021	Jan	1/7/2021	S0098-1		Close	T3-3518	40-50	Week-2	3	379	239	4	18	240	1	4	41	5
1/12/2021	Data Speed Issue	1/11/2021	S0098	Churn	No FCR	9/4/2021	Jan	1/7/2021	S0098-1	New site already plan onair in 150 days	Close	T3-3517	40-50	Week-2	3	461	236	3	21	240	1	2	41	3
2/7/2021	Call Quality	2/7/2021	S0098	Churn	FCR	9/4/2021	Feb	2/6/2021	S0098-2		Close	T3-3519	20-Nov	Week-6	5	888	209	4	10	240	2	4	17	4
2/10/2021	NW Fluctuation	2/10/2021	S0098	Churn	FCR	9/4/2021	Feb	2/6/2021	S0098-2		Close	T3-3521	20-Nov	Week-6	5	259	206	5	17	240	2	5	17	4
2/13/2021	DND service related	2/13/2021	S0098	Churn	FCR	9/4/2021	Feb	2/6/2021	S0098-2		Close	T3-3520	20-Nov	Week-6	5	140	203	5	12	240	2	4	17	5
