Customer Category	Customer Id	Data Utilization	Date	Gender	Month Name	Region	Services	State	Week	Age	Call Quality	Capacity	Data traffic	Employee cost	Maintanace cost	Marketing Cost	Nw availability	Packet loss	Plan	Thpt	Total Cost	Utilization	Utilization data
Retain	S1760	> 90% Utilize	3/2/2021	Female	Mar	East	"text,voice,data,Video"	West Bengal	Week-10	30	3	150	146	57	80	58	94.7	2.66	599	826.34	195	95	97.33
Retain	S0202	> 90% Utilize	1/23/2021	Female	Jan	East	"text,voice,data,Video"	Bihar	Week-4	31	3	150	150	74	87	93	97.98	2.51	599	1515.46	254	130.67	100.00
Retain	S0202	> 90% Utilize	3/24/2021	Female	Mar	East	"text,voice,data,Video"	Bihar	Week-13	31	3	150	144	80	44	100	93.72	2.65	599	1313.71	224	124.33	96.00
Retain	S0223	> 90% Utilize	3/3/2021	Female	Mar	East	"text,voice,data,Video"	Bihar	Week-10	30	3	150	144	77	73	89	92.97	2.42	599	1229.24	239	144	96.00
Retain	S0608	> 90% Utilize	4/8/2021	Female	Apr	North	"text,voice,data,Video"	Himachal Pradesh	Week-15	33	3	150	150	65	81	68	91.78	2.58	599	1040.31	214	77.33	100.00
Retain	S0680	> 90% Utilize	1/7/2021	Female	Jan	North	"text,voice,data,Video"	Jammu & kashmir	Week-2	31	3	150	143	51	94	51	91.55	2.75	599	1467.68	196	143.5	95.33
Retain	S0636	> 90% Utilize	7/26/2021	Female	Jul	North	"text,voice,data,Video"	Himachal Pradesh	Week-31	37	3	150	149	73	81	69	89.37	2.53	599	1469.78	223	149	99.33
Retain	S1421	> 90% Utilize	7/1/2021	Female	Jul	North	"text,voice,data,Video"	Rajasthan	Week-27	29	3	150	144	93	66	97	87	2.71	599	1470.28	256	144	96.00
Retain	S0636	> 90% Utilize	6/26/2021	Female	Jun	North	"text,voice,data,Video"	Himachal Pradesh	Week-26	37	3	150	148	41	47	95	87.91	2.5	599	1225.65	183	148	98.67
Retain	S0571	> 90% Utilize	9/1/2021	Female	Sep	North	"text,voice,data,Video"	Haryana	Week-36	30	3	150	144	62	75	86	85.95	2.45	599	1497.65	223	144	96.00
Retain	S1569	> 90% Utilize	5/22/2021	Female	May	South	"text,voice,data,Video"	Telangana	Week-21	35	3	150	147	59	63	91	97.92	2.75	599	1598.24	213	105.33	98.00
Retain	S1569	> 90% Utilize	11/18/2021	Female	Nov	South	"text,voice,data,Video"	Telangana	Week-47	35	3	150	150	84	86	68	90.81	2.82	599	1300.88	238	143	100.00
Retain	S1553	> 90% Utilize	8/17/2021	Female	Aug	South	"text,voice,data,Video"	Tamil Nadu	Week-34	30	3	150	146	67	66	96	87.62	2.67	599	1476.79	229	146	97.33
Retain	S1553	> 90% Utilize	12/15/2021	Female	Dec	South	"text,voice,data,Video"	Tamil Nadu	Week-51	30	3	150	145	96	97	96	91.78	2.57	599	1313.66	289	145	96.67
Retain	S0903	> 90% Utilize	1/17/2021	Female	Jan	South	"text,voice,data,Video"	Kerala	Week-4	35	3	150	148	61	52	79	97.62	2.61	599	1857.63	192	64.33	98.67
Retain	S0903	> 90% Utilize	5/17/2021	Female	May	South	"text,voice,data,Video"	Kerala	Week-21	35	3	150	144	82	75	92	93.35	2.62	599	949.81	249	144	96.00
Retain	S0412	> 90% Utilize	12/20/2021	Female	Dec	West	"text,voice,data,Video"	Goa	Week-52	35	3	150	143	98	88	81	93.76	2.33	599	1184.59	267	143	95.33
Retain	S0381	> 90% Utilize	1/13/2021	Female	Jan	West	"text,voice,data,Video"	Goa	Week-3	27	3	150	147	40	71	78	92.86	2.45	599	1014.75	189	147	98.00
Retain	S1067	> 90% Utilize	2/13/2021	Female	Feb	West	"text,voice,data,Video"	Maharashtra	Week-7	35	3	150	147	63	51	86	89.79	2.51	599	1076.17	200	104.75	98.00
Retain	S1051	> 90% Utilize	7/22/2021	Female	Jul	West	"text,voice,data,Video"	Maharashtra	Week-30	28	3	150	149	46	70	99	89.92	3	599	1532.24	215	86.25	99.33
Retain	S1082	> 90% Utilize	3/7/2021	Female	Mar	West	"text,voice,data,Video"	Maharashtra	Week-11	35	3	150	144	85	63	53	97	2.81	599	1762.17	201	69.67	96.00
Retain	S1051	> 90% Utilize	3/24/2021	Female	Mar	West	"text,voice,data,Video"	Maharashtra	Week-13	28	3	150	146	65	95	96	92.6	2.78	599	1062.88	256	81.75	97.33
Retain	S1053	> 90% Utilize	9/3/2021	Female	Sep	West	"text,voice,data,Video"	Maharashtra	Week-36	28	3	150	146	40	86	92	85.58	2.39	599	1323.73	218	53	97.33
Retain	S0459	> 90% Utilize	2/18/2021	Female	Feb	West	"text,voice,data,Video"	Gujarat	Week-8	34	3	150	149	63	62	64	96.3	2.47	599	1881.63	189	149	99.33
Retain	S0462	> 90% Utilize	1/2/2021	Female	Jan	West	"text,voice,data,Video"	Gujarat	Week-1	37	3	150	143	52	59	66	91.48	2.73	599	1199.56	177	66.25	95.33
Retain	S0462	> 90% Utilize	6/1/2021	Female	Jun	West	"text,voice,data,Video"	Gujarat	Week-23	37	3	150	149	59	80	52	94.77	2.36	599	975.34	191	75	99.33
Retain	S0309	Voice User Only	2/12/2021	Female	Feb	Central	"text,voice"	Chhattisgarh	Week-7	43	0			57	56	78	97.69	0	149	2326.16	191	70	
Retain	S0309	Voice User Only	6/12/2021	Female	Jun	Central	"text,voice"	Chhattisgarh	Week-24	43	0			79	46	72	96.67	0	149	2281.72	197	74	
Retain	S0309	Voice User Only	3/14/2021	Female	Mar	Central	"text,voice"	Chhattisgarh	Week-12	43	0			42	69	78	96.39	0	149	2321.58	189	74	
Retain	S1621	Voice User Only	8/22/2021	Female	Aug	Central	"text,voice"	Uttar Pradesh	Week-35	46	0			51	91	62	86.6	0	149	2324.27	204	32	
Retain	S1621	Voice User Only	2/23/2021	Female	Feb	Central	"text,voice"	Uttar Pradesh	Week-9	46	0			92	81	95	96.73	0	149	2236.5	268	41.33	
Retain	S1619	Voice User Only	1/10/2021	Female	Jan	Central	"text,voice"	Uttar Pradesh	Week-3	47	0			76	52	99	90.35	0	149	2299.82	227	47	
Retain	S1619	Voice User Only	7/9/2021	Female	Jul	Central	"text,voice"	Uttar Pradesh	Week-28	47	0			98	84	82	91.63	0	149	2538.31	264	50	
Retain	S1619	Voice User Only	5/10/2021	Female	May	Central	"text,voice"	Uttar Pradesh	Week-20	47	0			84	96	62	89.75	0	149	2341.26	242	46.5	
Retain	S1621	Voice User Only	5/24/2021	Female	May	Central	"text,voice"	Uttar Pradesh	Week-22	46	0			50	46	99	92.71	0	149	2255.37	195	38	
Retain	S1619	Voice User Only	10/7/2021	Female	Oct	Central	"text,voice"	Uttar Pradesh	Week-41	47	0			46	65	95	97.33	0	149	2473.83	206	48	
Retain	S1621	Voice User Only	10/21/2021	Female	Oct	Central	"text,voice"	Uttar Pradesh	Week-43	46	0			47	94	64	92.7	0	149	2203.34	205	29.5	
Retain	S1619	Voice User Only	9/7/2021	Female	Sep	Central	"text,voice"	Uttar Pradesh	Week-37	47	0			98	50	96	89.48	0	149	2518.45	244	45	
Retain	S1296	Voice User Only	4/17/2021	Female	Apr	East	"text,voice"	Odisha	Week-16	43	0			100	74	74	95.36	0	149	2354.38	248	22.5	
Retain	S1295	Voice User Only	2/10/2021	Female	Feb	East	"text,voice"	Odisha	Week-7	41	0			94	97	65	92.89	0	149	2351.9	256	73	
Retain	S0729	Voice User Only	1/21/2021	Female	Jan	East	"text,voice"	Jharkhand	Week-4	45	0			74	50	69	96.52	0	149	2487.44	193	85	
Retain	S1428	Voice User Only	4/16/2021	Female	Apr	North	"text,voice"	Rajasthan	Week-16	43	0			70	62	71	96.82	0	149	2648.76	203	80	
Retain	S1428	Voice User Only	8/14/2021	Female	Aug	North	"text,voice"	Rajasthan	Week-33	43	0			85	83	71	96.4	0	149	2545.77	239	65	
Retain	S0679	Voice User Only	2/8/2021	Female	Feb	North	"text,voice"	Jammu & kashmir	Week-7	41	0			71	75	68	96.98	0	149	2423.74	214	74	
Retain	S1428	Voice User Only	6/15/2021	Female	Jun	North	"text,voice"	Rajasthan	Week-25	43	0			50	84	67	92.51	0	149	2333.31	201	65	
Retain	S1428	Voice User Only	3/17/2021	Female	Mar	North	"text,voice"	Rajasthan	Week-12	43	0			99	96	78	95.37	0	149	2499.2	273	79	
Retain	S0679	Voice User Only	3/10/2021	Female	Mar	North	"text,voice"	Jammu & kashmir	Week-11	41	0			66	43	87	97.8	0	149	2234.68	196	80	
Retain	S1428	Voice User Only	5/16/2021	Female	May	North	"text,voice"	Rajasthan	Week-21	43	0			52	78	68	97.53	0	149	2413.25	198	82	
Retain	S1181	Voice User Only	4/12/2021	Female	Apr	North-East	"text,voice"	Meghalaya	Week-16	46	0			80	64	64	90.93	0	149	2212.28	208	62	
Retain	S1181	Voice User Only	6/11/2021	Female	Jun	North-East	"text,voice"	Meghalaya	Week-24	46	0			68	91	74	96.62	0	149	2410.78	233	88	
Retain	S0192	Voice User Only	2/21/2021	Female	Feb	North-East	"text,voice"	Assam	Week-9	47	0			73	99	76	97.94	0	149	2574.58	248	46.6	
Retain	S1579	Voice User Only	8/4/2021	Female	Aug	South	"text,voice"	Telangana	Week-32	47	0			93	84	78	84.41	0	149	2612.4	255	30.33	
Retain	S1579	Voice User Only	3/7/2021	Female	Mar	South	"text,voice"	Telangana	Week-11	47	0			73	50	55	89.75	0	149	2676.34	178	42	
Retain	S1579	Voice User Only	10/3/2021	Female	Oct	South	"text,voice"	Telangana	Week-41	47	0			99	62	98	94.69	0	149	2468.19	259	27.5	
Retain	S1579	Voice User Only	9/3/2021	Female	Sep	South	"text,voice"	Telangana	Week-36	47	0			45	92	99	95.57	0	149	2550.23	236	30.5	
Retain	S0826	Voice User Only	4/22/2021	Female	Apr	South	"text,voice"	Karnataka	Week-17	51	0			49	53	87	90.6	0	149	2389.51	189	61	
Retain	S0826	Voice User Only	8/20/2021	Female	Aug	South	"text,voice"	Karnataka	Week-34	51	0			83	95	84	86.53	0	149	2577.46	262	86	
Retain	S0826	Voice User Only	7/21/2021	Female	Jul	South	"text,voice"	Karnataka	Week-30	51	0			88	65	88	85.51	0	149	2487.87	241	76	
Retain	S1040	Voice User Only	8/13/2021	Female	Aug	West	"text,voice"	Maharashtra	Week-33	49	0			88	49	64	94.96	0	149	2396.2	201	62.33	
Retain	S0979	Voice User Only	2/11/2021	Female	Feb	Central	"text,voice"	Madhya Pradesh	Week-7	50	1			91	88	58	92.95	0.78	149	2327.59	237	38.5	
Retain	S0309	Voice User Only	1/13/2021	Female	Jan	Central	"text,voice"	Chhattisgarh	Week-3	43	1			69	88	79	91.56	0.63	149	2222.55	236	87	
Retain	S0979	Voice User Only	1/12/2021	Female	Jan	Central	"text,voice"	Madhya Pradesh	Week-3	50	1			76	67	78	93.9	0.87	149	2325.62	221	41.5	
Retain	S0979	Voice User Only	5/12/2021	Female	May	Central	"text,voice"	Madhya Pradesh	Week-20	50	1			45	42	95	89.52	0.73	149	2322.82	182	41.75	
Retain	S1619	Voice User Only	8/8/2021	Female	Aug	Central	"text,voice"	Uttar Pradesh	Week-33	47	1			46	73	59	92.9	0.74	149	2662.25	178	51.5	
Retain	S1619	Voice User Only	2/9/2021	Female	Feb	Central	"text,voice"	Uttar Pradesh	Week-7	47	1			64	56	57	95.43	1	149	2584.54	177	42.5	
Retain	S1621	Voice User Only	11/20/2021	Female	Nov	Central	"text,voice"	Uttar Pradesh	Week-47	46	1			50	81	95	93.49	0.82	149	2412.57	226	32	
Retain	S0729	Voice User Only	4/21/2021	Female	Apr	East	"text,voice"	Jharkhand	Week-17	45	1			62	72	55	97.46	0.78	149	2610.17	189	88	
Retain	S0729	Voice User Only	8/19/2021	Female	Aug	East	"text,voice"	Jharkhand	Week-34	45	1			54	65	50	90.56	1	149	2611.2	169	64	
Retain	S1296	Voice User Only	2/16/2021	Female	Feb	East	"text,voice"	Odisha	Week-8	43	1			98	52	98	97.97	1	149	2494.33	248	21.5	
Retain	S1295	Voice User Only	1/11/2021	Female	Jan	East	"text,voice"	Odisha	Week-3	41	1			95	72	85	93.95	0.62	149	2296.69	252	66.5	
Retain	S1296	Voice User Only	7/16/2021	Female	Jul	East	"text,voice"	Odisha	Week-29	43	1			83	43	67	94.75	0.63	149	2256.26	193	21.5	
Retain	S1295	Voice User Only	6/10/2021	Female	Jun	East	"text,voice"	Odisha	Week-24	41	1			42	75	58	84.54	0.52	149	2377.29	175	72.5	
Retain	S0729	Voice User Only	5/21/2021	Female	May	East	"text,voice"	Jharkhand	Week-21	45	1			99	79	74	95.5	0.4	149	2664.6	252	85	
Retain	S1296	Voice User Only	5/17/2021	Female	May	East	"text,voice"	Odisha	Week-21	43	1			63	91	59	91.88	0.45	149	2446.9	213	20	
Retain	S0729	Voice User Only	10/18/2021	Female	Oct	East	"text,voice"	Jharkhand	Week-43	45	1			46	54	89	95.37	1	149	2249.44	189	74	
Retain	S1428	Voice User Only	2/15/2021	Female	Feb	North	"text,voice"	Rajasthan	Week-8	43	1			86	80	80	91.84	0.74	149	2350.49	246	85	
Retain	S1428	Voice User Only	7/15/2021	Female	Jul	North	"text,voice"	Rajasthan	Week-29	43	1			65	50	73	95.6	0.67	149	2219.22	188	62	
Retain	S1181	Voice User Only	2/11/2021	Female	Feb	North-East	"text,voice"	Meghalaya	Week-7	46	1			78	82	72	91.75	0.73	149	2276.35	232	70	
Retain	S1579	Voice User Only	6/5/2021	Female	Jun	South	"text,voice"	Telangana	Week-23	47	1			93	92	96	84.61	0.54	149	2254.6	281	43.33	
Retain	S1579	Voice User Only	5/6/2021	Female	May	South	"text,voice"	Telangana	Week-19	47	1			62	88	62	95.35	0.49	149	2413.47	212	44.67	
Retain	S0915	Voice User Only	2/9/2021	Female	Feb	South	"text,voice"	Kerala	Week-7	43	1			56	52	53	97.9	0.78	149	2459.67	161	49.6	
Retain	S0915	Voice User Only	1/10/2021	Female	Jan	South	"text,voice"	Kerala	Week-3	43	1			83	72	89	95.93	0.58	149	2335.51	244	48.4	
Retain	S0915	Voice User Only	9/7/2021	Female	Sep	South	"text,voice"	Kerala	Week-37	43	1			45	89	75	87.84	0.41	149	2628.55	209	18.5	
Retain	S1040	Voice User Only	12/11/2021	Female	Dec	West	"text,voice"	Maharashtra	Week-50	49	1			89	69	62	88.34	0.78	149	2589.3	220	64.75	
Retain	S1040	Voice User Only	1/15/2021	Female	Jan	West	"text,voice"	Maharashtra	Week-3	49	1			90	95	89	89.67	0.39	149	2490.72	274	55.33	
Retain	S1040	Voice User Only	11/11/2021	Female	Nov	West	"text,voice"	Maharashtra	Week-46	49	1			44	97	100	98.55	0.87	149	2693.59	241	62.75	
Retain	S0309	Voice User Only	4/13/2021	Female	Apr	Central	"text,voice"	Chhattisgarh	Week-16	43	2			95	62	52	94.74	1.9	149	2221.46	209	60	
Retain	S0979	Voice User Only	4/12/2021	Female	Apr	Central	"text,voice"	Madhya Pradesh	Week-16	50	2			56	61	74	90.83	1.51	149	1372.59	191	42.25	
Retain	S0979	Voice User Only	6/11/2021	Female	Jun	Central	"text,voice"	Madhya Pradesh	Week-24	50	2			90	77	50	95.81	1.6	149	1792.24	217	38.67	
Retain	S0979	Voice User Only	3/13/2021	Female	Mar	Central	"text,voice"	Madhya Pradesh	Week-11	50	2			51	54	100	96.93	1.47	149	1097.52	205	37	
Retain	S0309	Voice User Only	5/13/2021	Female	May	Central	"text,voice"	Chhattisgarh	Week-20	43	2			58	71	82	94.57	2	149	1348.32	211	74	
Retain	S1619	Voice User Only	4/10/2021	Female	Apr	Central	"text,voice"	Uttar Pradesh	Week-15	47	2			40	62	87	93.67	1.78	149	1129.33	189	43.5	
Retain	S1619	Voice User Only	12/6/2021	Female	Dec	Central	"text,voice"	Uttar Pradesh	Week-50	47	2			58	67	66	97.71	1.75	149	1576.27	191	47	
Retain	S1621	Voice User Only	1/24/2021	Female	Jan	Central	"text,voice"	Uttar Pradesh	Week-5	46	2			48	73	73	92.83	1.86	149	1499.6	194	44.33	
Retain	S1621	Voice User Only	7/23/2021	Female	Jul	Central	"text,voice"	Uttar Pradesh	Week-30	46	2			69	86	91	89.4	1.38	149	1703.42	246	47	
Retain	S1621	Voice User Only	3/25/2021	Female	Mar	Central	"text,voice"	Uttar Pradesh	Week-13	46	2			96	83	62	91.75	1.3	149	1104.75	241	46.33	
Retain	S1295	Voice User Only	4/11/2021	Female	Apr	East	"text,voice"	Odisha	Week-16	41	2			49	100	73	93.53	1.46	149	1487.54	222	74	
Retain	S1296	Voice User Only	1/17/2021	Female	Jan	East	"text,voice"	Odisha	Week-4	43	2			94	95	65	95.96	1.79	149	1884.38	254	21.5	
Retain	S0729	Voice User Only	6/20/2021	Female	Jun	East	"text,voice"	Jharkhand	Week-26	45	2			62	59	77	84.95	2	149	1638.18	198	70	
Retain	S1295	Voice User Only	5/11/2021	Female	May	East	"text,voice"	Odisha	Week-20	41	2			62	54	78	95.38	1.65	149	1179.45	194	69	
Retain	S0729	Voice User Only	9/18/2021	Female	Sep	East	"text,voice"	Jharkhand	Week-38	45	2			59	95	55	95.38	1.35	149	1889.19	209	87	
Retain	S1428	Voice User Only	1/16/2021	Female	Jan	North	"text,voice"	Rajasthan	Week-3	43	2			58	70	74	90.93	1.36	149	1306.48	202	89	
Retain	S0679	Voice User Only	1/9/2021	Female	Jan	North	"text,voice"	Jammu & kashmir	Week-2	41	2			99	92	100	95.77	1.3	149	1493.81	291	75	
Retain	S1428	Voice User Only	10/13/2021	Female	Oct	North	"text,voice"	Rajasthan	Week-42	43	2			70	77	76	90.43	1.38	149	1302.49	223	71	
Retain	S1194	Voice User Only	4/10/2021	Female	Apr	North-East	"text,voice"	Meghalaya	Week-15	41	2			64	55	75	90.64	1.74	149	1414.89	194	76	
Retain	S1194	Voice User Only	7/9/2021	Female	Jul	North-East	"text,voice"	Meghalaya	Week-28	41	2			65	94	80	88.95	1.85	149	1554.17	239	33.5	
Retain	S0192	Voice User Only	1/22/2021	Female	Jan	North-East	"text,voice"	Assam	Week-4	47	2			41	40	52	96.52	1.74	149	1490.89	133	45.6	
Retain	S1579	Voice User Only	2/5/2021	Female	Feb	South	"text,voice"	Telangana	Week-6	47	2			58	85	96	92.9	1.88	149	1607.88	239	37.8	
Retain	S1579	Voice User Only	7/5/2021	Female	Jul	South	"text,voice"	Telangana	Week-28	47	2			71	93	70	92.99	1.82	149	1617.64	234	47	
Retain	S0915	Voice User Only	4/10/2021	Female	Apr	South	"text,voice"	Kerala	Week-15	43	2			60	93	78	96.34	1.59	149	1480.9	231	52.25	
Retain	S0915	Voice User Only	8/8/2021	Female	Aug	South	"text,voice"	Kerala	Week-33	43	2			63	51	68	96.83	1.7	149	1526.45	182	20.5	
Retain	S0915	Voice User Only	12/6/2021	Female	Dec	South	"text,voice"	Kerala	Week-50	43	2			69	55	90	93.82	1.33	149	1017.45	214	80	
Retain	S0915	Voice User Only	7/9/2021	Female	Jul	South	"text,voice"	Kerala	Week-28	43	2			70	54	60	95.53	1.82	149	1255.86	184	17.33	
Retain	S0915	Voice User Only	6/9/2021	Female	Jun	South	"text,voice"	Kerala	Week-24	43	2			56	51	94	88.68	1.69	149	1507.16	201	23.67	
Retain	S0826	Voice User Only	3/23/2021	Female	Mar	South	"text,voice"	Karnataka	Week-13	51	2			50	73	78	91.5	1.59	149	1023.77	201	68	
Retain	S0915	Voice User Only	3/11/2021	Female	Mar	South	"text,voice"	Kerala	Week-11	43	2			78	49	72	95.64	1.61	149	2280.29	199	48.2	
Retain	S0826	Voice User Only	5/22/2021	Female	May	South	"text,voice"	Karnataka	Week-21	51	2			85	41	81	94.68	1.39	149	1213.68	207	63	
Retain	S0915	Voice User Only	5/10/2021	Female	May	South	"text,voice"	Kerala	Week-20	43	2			55	40	63	93.46	1.5	149	1795.55	158	50	
Retain	S0915	Voice User Only	10/7/2021	Female	Oct	South	"text,voice"	Kerala	Week-41	43	2			80	54	56	88.45	1.33	149	1351.15	190	13.5	
Retain	S1111	Voice User Only	12/1/2021	Female	Dec	West	"text,voice"	Maharashtra	Week-49	39	2			56	47	68	93.34	1.66	149	1787.32	171	23.75	
Retain	S1040	Voice User Only	7/14/2021	Female	Jul	West	"text,voice"	Maharashtra	Week-29	49	2			65	54	85	97.61	1.35	149	1318.24	204	57	
Retain	S1111	Voice User Only	11/1/2021	Female	Nov	West	"text,voice"	Maharashtra	Week-45	39	2			80	100	89	97.86	2	149	1701.63	269	21.75	
Retain	S1111	Voice User Only	10/2/2021	Female	Oct	West	"text,voice"	Maharashtra	Week-40	39	2			74	70	71	97.59	1.87	149	1841.18	215	26	
Retain	S1040	Voice User Only	9/12/2021	Female	Sep	West	"text,voice"	Maharashtra	Week-38	49	2			91	93	99	91.37	1.63	149	1576.51	283	59	
Retain	S0979	Voice User Only	7/11/2021	Female	Jul	Central	"text,voice"	Madhya Pradesh	Week-29	50	3			41	40	85	94.98	2.3	149	1719.86	166	40.33	
Retain	S1621	Voice User Only	4/24/2021	Female	Apr	Central	"text,voice"	Uttar Pradesh	Week-17	46	3			41	94	90	97.3	3	149	1692.29	225	43	
Retain	S1621	Voice User Only	12/20/2021	Female	Dec	Central	"text,voice"	Uttar Pradesh	Week-52	46	3			70	98	60	88.66	3	149	1018.58	228	34	
Retain	S1619	Voice User Only	6/9/2021	Female	Jun	Central	"text,voice"	Uttar Pradesh	Week-24	47	3			98	57	58	93.54	3	149	1281.65	213	46	
Retain	S1621	Voice User Only	6/23/2021	Female	Jun	Central	"text,voice"	Uttar Pradesh	Week-26	46	3			65	42	53	84.54	2.33	149	1127.17	160	37.33	
Retain	S1619	Voice User Only	3/11/2021	Female	Mar	Central	"text,voice"	Uttar Pradesh	Week-11	47	3			68	94	69	93.72	3	149	1380.21	231	50	
Retain	S1619	Voice User Only	11/6/2021	Female	Nov	Central	"text,voice"	Uttar Pradesh	Week-45	47	3			78	94	65	92.48	2.35	149	1087.36	237	49	
Retain	S1621	Voice User Only	9/21/2021	Female	Sep	Central	"text,voice"	Uttar Pradesh	Week-39	46	3			77	82	99	90.73	2.72	149	1009.3	258	31.5	
Retain	S0729	Voice User Only	2/20/2021	Female	Feb	East	"text,voice"	Jharkhand	Week-8	45	3			98	57	58	92.77	2.9	149	1265.23	213	73	
Retain	S0729	Voice User Only	7/20/2021	Female	Jul	East	"text,voice"	Jharkhand	Week-30	45	3			54	67	83	94.88	3	149	1151.51	204	61	
Retain	S1296	Voice User Only	6/16/2021	Female	Jun	East	"text,voice"	Odisha	Week-25	43	3			79	84	54	91.52	2.86	149	1211.87	217	19	
Retain	S1295	Voice User Only	3/12/2021	Female	Mar	East	"text,voice"	Odisha	Week-11	41	3			55	98	100	93.68	2.53	149	1102.77	253	73.5	
Retain	S0729	Voice User Only	3/22/2021	Female	Mar	East	"text,voice"	Jharkhand	Week-13	45	3			86	64	90	91.47	2.34	149	2121.9	240	84	
Retain	S1296	Voice User Only	3/18/2021	Female	Mar	East	"text,voice"	Odisha	Week-12	43	3			88	50	68	92.6	2.79	149	1443.71	206	22.5	
Retain	S0729	Voice User Only	11/17/2021	Female	Nov	East	"text,voice"	Jharkhand	Week-47	45	3			75	64	91	89.97	2.84	149	1527.32	230	66	
Retain	S0679	Voice User Only	4/9/2021	Female	Apr	North	"text,voice"	Jammu & kashmir	Week-15	41	3			49	92	63	92.72	3	149	1800.81	204	69	
Retain	S1428	Voice User Only	9/13/2021	Female	Sep	North	"text,voice"	Rajasthan	Week-38	43	3			63	57	98	95.37	2.76	149	1722.55	218	84	
Retain	S1181	Voice User Only	1/12/2021	Female	Jan	North-East	"text,voice"	Meghalaya	Week-3	46	3			67	55	92	92.8	2.73	149	1067.78	214	66	
Retain	S1194	Voice User Only	6/9/2021	Female	Jun	North-East	"text,voice"	Meghalaya	Week-24	41	3			86	41	85	94.87	2.66	149	1295.56	212	70	
Retain	S1181	Voice User Only	3/13/2021	Female	Mar	North-East	"text,voice"	Meghalaya	Week-11	46	3			69	52	71	92.61	2.39	149	1062.54	192	73	
Retain	S1181	Voice User Only	5/12/2021	Female	May	North-East	"text,voice"	Meghalaya	Week-20	46	3			85	40	50	97.7	2.4	149	1348.53	175	76	
Retain	S1194	Voice User Only	5/10/2021	Female	May	North-East	"text,voice"	Meghalaya	Week-20	41	3			79	53	80	91.38	2.34	149	1821.89	212	88	
Retain	S1579	Voice User Only	4/6/2021	Female	Apr	South	"text,voice"	Telangana	Week-15	47	3			53	73	85	91.86	2.79	149	1757.33	211	38.75	
Retain	S1579	Voice User Only	1/6/2021	Female	Jan	South	"text,voice"	Telangana	Week-2	47	3			53	97	75	97.95	2.32	149	1268.73	225	39.8	
Retain	S0826	Voice User Only	2/21/2021	Female	Feb	South	"text,voice"	Karnataka	Week-9	51	3			93	48	64	93.52	2.64	149	1196.25	205	17.5	
Retain	S0826	Voice User Only	1/22/2021	Female	Jan	South	"text,voice"	Karnataka	Week-4	51	3			82	79	61	89.94	3	149	1771.71	222	15.5	
Retain	S0826	Voice User Only	6/21/2021	Female	Jun	South	"text,voice"	Karnataka	Week-26	51	3			69	79	73	88.59	2.82	149	1868.28	221	61	
Retain	S0915	Voice User Only	11/6/2021	Female	Nov	South	"text,voice"	Kerala	Week-45	43	3			62	51	75	89.43	2.38	149	1850.22	188	13	
Retain	S1040	Voice User Only	4/15/2021	Female	Apr	West	"text,voice"	Maharashtra	Week-16	49	3			100	43	61	95.69	2.83	149	2344.78	204	61.67	
Retain	S1040	Voice User Only	2/14/2021	Female	Feb	West	"text,voice"	Maharashtra	Week-8	49	3			75	100	92	96.73	2.56	149	1007.81	267	63.67	
Retain	S1040	Voice User Only	6/14/2021	Female	Jun	West	"text,voice"	Maharashtra	Week-25	49	3			58	74	100	94.83	2.57	149	1497.76	232	56.67	
Retain	S1040	Voice User Only	3/16/2021	Female	Mar	West	"text,voice"	Maharashtra	Week-12	49	3			100	95	64	94.64	2.48	149	1514.35	259	55	
Retain	S1040	Voice User Only	5/15/2021	Female	May	West	"text,voice"	Maharashtra	Week-20	49	3			62	64	97	89.98	2.54	149	1502.75	223	59.67	
Retain	S1040	Voice User Only	10/12/2021	Female	Oct	West	"text,voice"	Maharashtra	Week-42	49	3			70	70	78	89.57	2.71	149	1797.3	218	62.5	
Churn	S1317	< 90 % Utilize	12/15/2021	Male	Dec	East	"Voice,Data"	Odisha	Week-51	29	0	105	92	77	69	81	98.83	0	399	4736.55	227	92	87.62
Churn	S1292	< 90 % Utilize	10/16/2021	Male	Oct	East	"Voice,Data"	Odisha	Week-42	38	0	105	87	44	50	83	98.82	0	399	4027.69	177	94.5	82.86
Churn	S0229	< 90 % Utilize	11/3/2021	Male	Nov	East	"Voice,Data"	Bihar	Week-45	27	0	105	92	64	94	64	91.91	0	399	4334.78	222	50.8	87.62
Churn	S0541	< 90 % Utilize	7/9/2021	Male	Jul	North	"Voice,Data"	Haryana	Week-28	35	0	105	90	94	41	69	88.57	0	399	4241.62	204	90	85.71
Churn	S0611	< 90 % Utilize	6/21/2021	Male	Jun	North	"Voice,Data"	Himachal Pradesh	Week-26	33	0	105	92	50	58	52	86.98	0	399	4059.26	160	67.5	87.62
Churn	S0631	< 90 % Utilize	9/1/2021	Male	Sep	North	"Voice,Data"	Himachal Pradesh	Week-36	37	0	105	90	49	92	57	96.99	0	399	4174.52	198	90	85.71
Churn	S1129	< 90 % Utilize	4/13/2021	Male	Apr	North-East	"Voice,Data"	Manipur	Week-16	27	0	105	90	71	58	84	89.74	0	399	4155.6	213	90	85.71
Churn	S0365	< 90 % Utilize	8/6/2021	Male	Aug	West	"Voice,Data"	Goa	Week-32	37	0	105	85	56	88	78	97.58	0	399	3548.2	222	67	80.95
